Game,Winner Move,LLM Move,Correct
150,Qh1#,Qh1#,True
151,Qxe7#,Qxe7#,True
152,Rh8#,Rh8#,True
153,Qxf8#,Qxf8#,True
154,Qxa7#,Qxa7#,True
155,Rh3#,Rh3#,True
156,Rh8#,Rh8#,True
157,Qxe2#,Qxe2#,True
158,Qf7#,Qf7#,True
159,Qg2#,Qh1#,False
160,Qxh2#,Qh6#,False
161,Bxd4#,Qd1#,False
162,Qxh7#,Qxh7#,True
163,Nh6#,Qh3#,False
164,Rg8#,Rg8#,True
165,Qh8#,Qh8#,True
166,Qxh7#,Qxh7#,True
167,Qg7#,Qg7#,True
168,Qxb7#,Qxb7#,True
169,Qh5#,Qh8#,False
170,Qxa8#,Qxa8#,True
171,Qg2#,Qg2#,True
172,Rf8#,Rf8#,True
173,Be5#,Bg3#,False
174,Qf4#,Qf4#,True
175,Qxh2#,Qxh2#,True
176,Qh1#,Qh1#,True
177,Ra8#,Ra8#,True
178,Qg2#,Qh1#,False
179,Rc5#,Rc5#,True
180,Ne7#,Rh8#,False
181,Qg7#,Qh7#,False
182,Qxf2#,Qxf2#,True
183,Rh3#,Rh3#,True
184,Qxf1#,Qf3#,False
185,Qxb7#,Qe6#,False
186,Qxg2#,Qxg2#,True
187,Qxf7#,Qxf7#,True
188,Qg2#,Qg2#,True
189,Qf7#,Qf7#,True
190,Qxc7#,Qxc7#,True
191,Qxf8#,Qxf7#,False
192,Be7#,Qh3#,False
193,Qxf2#,Qxf2#,True
194,Ba3#,Qd2#,False
195,Rxb3#,Qg7#,False
196,Qxf7#,Qxf7#,True
197,Qxd7#,Qxd7#,True
198,Qf7#,Qf7#,True
199,Rg1#,Rg1#,True
200,Nf7#,Nf7#,True
201,Qd6#,Qd6#,True
202,Qxh2#,Qxh2#,True
203,Qxg2#,Qxg2#,True
204,Qxg7#,Qxg7#,True
205,Re3#,Re3#,True
206,Qxd1#,Qxd1#,True
207,Rcxf3#,Rfxf3#,False
208,Rh1#,Ra1#,False
209,Qxf2#,Qxf2#,True
210,Qxh6#,Qxh6#,True
211,Rb4#,Rb4#,True
212,Qxc7#,Qxc7#,True
213,Qh1#,Qh1#,True
214,Qxh1#,Qxh1#,True
215,Qh3#,Qh3#,True
216,Qe8#,Qe1#,False
217,Rg2#,Rh8#,False
218,Rf8#,Rf8#,True
219,Qxh7#,Qh7#,False
220,Qf7#,Qf7#,True
221,Rh3#,Rg3#,False
222,Qh8#,Qh8#,True
223,Qg8#,Qg8#,True
224,Qxe7#,Qxe7#,True
225,Qf7#,Qh7#,False
226,Rf1#,Rf1#,True
227,Qxg7#,Qxg7#,True
228,Qxc7#,Qxc7#,True
229,Qf7#,Qf7#,True
230,Rh1#,Qh6#,False
231,Qe2#,Qh1#,False
232,Rh8#,Rh8#,True
233,Qxc6#,Qg5#,False
234,Qh5#,Qh5#,True
235,Re1#,Re1#,True
236,Qh2#,Qh2#,True
237,Qb7#,Qb7#,True
238,Qb1#,Qb1#,True
239,Qh4#,Qh4#,True
240,Qxg7#,Qxg7#,True
241,Qh3#,Qh1#,False
242,Rh4#,Rh4#,True
243,Qxa7#,Qxa7#,True
244,Ra8#,Ra8#,True
245,Rxe8#,Qd8#,False
246,Qxh7#,Qxh7#,True
247,Bf7#,Qh5#,False
248,Qxf2#,Qxf2#,True
249,Ne6#,Rh8#,False
250,Ng3#,Qh2#,False
251,Rg2#,Rg2#,True
252,Qxf7#,Qxf7#,True
253,Qf7#,Qh6#,False
254,Rd8#,Rd8#,True
255,Qxe1#,Qxe1#,True
256,Rh3#,Rh3#,True
257,Qb8#,Qb8#,True
258,Qxf2#,Qxf2#,True
259,Rf8#,Rf8#,True
260,Be4#,Rb8#,False
261,Qxg2#,Qxg2#,True
262,Ra7#,Rc8#,False
263,Qe2#,Qe1#,False
264,Qg5#,Qg5#,True
265,Qh4#,Qh4#,True
266,Rh5#,Qh4#,False
267,Ng3#,Qh4#,False
268,Qxe3#,Qxe3#,True
269,Nc7#,Nc7#,True
270,Re8#,Re8#,True
271,Qa8#,Qa8#,True
272,Qxe1#,Qxe1#,True
273,Qxg2#,Qxg2#,True
274,Rxe8#,Rxe8#,True
275,Qh7#,Qh7#,True
276,Qh8#,Qh8#,True
277,Qxg7#,Qxg7#,True
278,Qxf8#,Qxf8#,True
279,Qxg2#,Qxg2#,True
280,Qxd4#,Qxd4#,True
281,Qca7#,Qa8#,False
282,Qf4#,Qf4#,True
283,Rf8#,Rf8#,True
284,Qd7#,Qh7#,False
285,Ra3#,Ra3#,True
286,Qf4#,Qf5#,False
287,Ra7#,Qa7#,False
288,Qf7#,Qh8#,False
289,Qe5#,Qe5#,True
290,Qxf7#,Qxf7#,True
291,Rxd1#,Rxd1#,True
292,Qh7#,Qh7#,True
293,Qxg7#,Qxg7#,True
294,Qh8#,Qh8#,True
295,Qb6#,Qb6#,True
296,Qxf7#,Qxf7#,True
297,Ra1#,R1b3#,False
298,Qxg8#,Qxg8#,True
299,Qxg7#,Qxg7#,True
300,Qe7#,Qh7#,False
301,Qh8#,Qh8#,True
302,Qxf7#,Qh5#,False
303,Qa8#,Qa8#,True
304,Qg8#,Qg8#,True
305,Rg1#,Rg1#,True
306,Qxe1#,Qxe1#,True
307,Rh5#,Rh5#,True
308,Ra8#,Ra8#,True
309,Qg3#,Qg3#,True
310,Rc8#,Rc8#,True
311,Qb2#,Qb2#,True
312,Qg1#,Qg1#,True
313,Qh5#,Qh5#,True
314,Qxh7#,Qxh7#,True
315,Ra5#,Ra5#,True
316,Qxd7#,Qd5#,False
317,Qg2#,Qg2#,True
318,Qa5#,Qa5#,True
319,Qf5#,Qf5#,True
320,Rc1#,Rc1#,True
321,Rg1#,Rg1#,True
322,Rc3#,Rc3#,True
323,Nxb6#,Qd5#,False
324,Qxg7#,Qxg7#,True
325,Qxh2#,Qh4#,False
326,Qc1#,Qh6#,False
327,Qxg7#,Qxg7#,True
328,Qxg2#,Qh5#,False
329,Ra8#,Ra8#,True
330,Ra3#,Ra3#,True
331,Qxg7#,Qxg7#,True
332,Rxh6#,Rxh6#,True
333,Qxf2#,Qxf2#,True
334,Qxf7#,Qxf7#,True
335,Qh7#,Qh7#,True
336,Qxg2#,Qxg2#,True
337,Qg8#,Qg8#,True
338,Qg2#,Qg2#,True
339,Qf7#,Qf7#,True
340,Qh5#,Qh7#,False
341,Rag2#,Rhg2#,False
342,Qh7#,Qh7#,True
343,Qh1#,Qh1#,True
344,Qxc3#,Qxc3#,True
345,Bf6#,Rf5#,False
346,Rf1#,Qa6#,False
347,Qxg2#,Qxg2#,True
348,Qh2#,Qh2#,True
349,Qxh2#,Qh4#,False
350,Ra1#,Qa6#,False
351,Rd4#,Qf4#,False
352,Rh8#,Rh8#,True
353,Qd1#,Qd1#,True
354,Qxb2#,Qb5#,False
355,Qb7#,Qb7#,True
356,Qxf7#,Qxf7#,True
357,Qh5#,Qh7#,False
358,Qg2#,Qg2#,True
359,Qxg7#,,False
360,Qxh7#,Qxh7#,True
361,Qc3#,Qc3#,True
362,Qh7#,Qh7#,True
363,Bf4#,Qh7#,False
364,Qe7#,Qe7#,True
365,Rf4#,Rf4#,True
366,Ra1#,Ra1#,True
367,Qc3#,Qc3#,True
368,Qf7#,Qf7#,True
369,Qxe8#,Qe8#,False
370,Qg7#,Qg7#,True
371,Qxg7#,Qxg7#,True
372,Q1xd1#,Qh2#,False
373,Qxf2#,Qxf2#,True
374,Rxh7#,Rh7#,False
375,Qxg2#,Qxg2#,True
376,R1b5#,R1b5#,True
377,Qxg2#,Qh2#,False
378,Qf7#,Qh8#,False
379,h4#,Qh5#,False
380,Rxd8#,Rxd8#,True
381,Qxe2#,Qxe2#,True
382,Qa7#,Qa7#,True
383,Qxf7#,Qxf7#,True
384,Qxg2#,Qxg2#,True
385,Qxg7#,Qxg7#,True
386,Qd7#,Qd7#,True
387,g4#,Rd4#,False
388,Rh1#,Rh1#,True
389,Qxg7#,Qxg7#,True
390,Qxf1#,Qf1#,False
391,Qh1#,Qh1#,True
392,Qh2#,Qh2#,True
393,Ra1#,Ra1#,True
394,Bf7#,Qh5#,False
395,Qe5#,Qe5#,True
396,Qxf2#,Qxf2#,True
397,Rb2#,Rb2#,True
398,Rh4#,Rh4#,True
399,Qg7#,Qg7#,True
400,Qf6#,Qf6#,True
401,Qc8#,Qc8#,True
402,Qh8#,Qh8#,True
403,Qh2#,Qh2#,True
404,Qxg3#,Qxg3#,True
405,Qxg2#,Qxg2#,True
406,Qb2#,Qh1#,False
407,Qe4#,Qe4#,True
408,Qd7#,Qd7#,True
409,Qcxd4#,Qc1#,False
410,Qxf7#,Qh5#,False
411,Rb8#,Rb8#,True
412,Rxb7#,Rxb7#,True
413,Rxe1#,Rxe1#,True
414,Qxc7#,Qa8#,False
415,Qd2#,Qd2#,True
416,Qg7#,Qg7#,True
417,Re1#,Re4#,False
418,Qf7#,Qh8#,False
419,Qxg2#,Qxg2#,True
420,Qxf1#,Qxf1#,True
421,Qe2#,Qe2#,True
422,Qb8#,Qb8#,True
423,Qh5#,Qh5#,True
424,Qg7#,Qh7#,False
425,Qxg7#,Qh7#,False
426,Rxe8#,Rxe8#,True
427,Qd1#,Qd1#,True
428,Qxh7#,Qh7#,False
429,Re7#,Qa8#,False
430,Rf1#,Qh6#,False
431,Qc8#,Qc8#,True
432,Qc2#,Qa1#,False
433,Qf7#,Qf7#,True
434,Re3#,Qxg2#,False
435,Bxc7#,Rc1#,False
436,Rc8#,Rc8#,True
437,Qxd7#,Qxd7#,True
438,Rf2#,Rf2#,True
439,Qh4#,Qh4#,True
440,Qxf7#,Qxf7#,True
441,Rh1#,Qh6#,False
442,Qa8#,Qa8#,True
443,Qc1#,Qc1#,True
444,Qxh2#,Qxh2#,True
445,Qc3#,Qc3#,True
446,Rd8#,Rd8#,True
447,Qf7#,Qf7#,True
448,Qe2#,Qe2#,True
449,Rh1#,Rh1#,True
450,Rxe8#,Rxe8#,True
451,Qxh7#,Qxh7#,True
452,Qh1#,Qh1#,True
453,Qxh4#,Qxh4#,True
454,R6h3#,R6h3#,True
455,Qg1#,Qg1#,True
456,Qxf7#,Qh6#,False
457,Qxf7#,Qxf7#,True
458,Rxc8#,Rxc8#,True
459,Qg2#,Qh1#,False
460,Qh7#,Qh7#,True
461,Raxa2#,Rb8#,False
462,Qc3#,Qc3#,True
463,Qxd2#,Qxd2#,True
464,Qxh3#,Qxh3#,True
465,Ra5#,Ra1#,False
466,Re8#,Re8#,True
467,Qg7#,Qh8#,False
468,Ra8#,Ra8#,True
469,Be6#,Qh8#,False
470,Qg7#,Qg7#,True
471,Rbf2#,Rg1#,False
472,Qxg2#,Qxg2#,True
473,c4#,Qc4#,False
474,Rhxh6#,Rhxh6#,True
475,Be2#,Rf3#,False
476,Qg6#,Qh7#,False
477,Qxg2#,Qxg2#,True
478,Qxh2#,Qxh2#,True
479,Qee1#,,False
480,Qxg7#,Qh3#,False
481,Qg2#,Qg2#,True
482,Qh7#,Qh7#,True
483,Qd7#,Qd7#,True
484,Qxg2#,Qxg2#,True
485,Qf1#,Qf1#,True
486,Rc8#,Rc8#,True
487,Qxg7#,Qxg7#,True
488,Rf1#,Qa7#,False
489,Qxc2#,Qxc2#,True
490,Qxb4#,Qxb4#,True
491,Qxb8#,Qxb8#,True
492,Qg2#,Qg2#,True
493,Qg7#,Qg7#,True
494,Qxf7#,Qxf7#,True
495,Rh8#,Qh4#,False
496,Qcc1#,Qcc1#,True
497,Qh2#,Qh2#,True
498,Qh2#,Qh2#,True
499,Rf7#,Qf7#,False
500,Qd7#,Qd7#,True
501,Qe2#,Qe2#,True
502,Qe8#,Qe8#,True
503,Qf2#,Qf2#,True
504,Qg1#,Qg1#,True
505,Rh5#,Rh5#,True
506,Qg8#,Qg8#,True
507,Rc8#,Qc8#,False
508,Qxh3#,Qxh3#,True
509,Qxg2#,Qxg2#,True
510,Qf2#,Qf2#,True
511,Qxh2#,Qxh2#,True
512,Rd1#,Rd1#,True
513,Qh8#,Qh8#,True
514,Rh5#,Rh5#,True
515,Qc7#,Qc7#,True
516,Re8#,,False
517,Qh1#,Qh1#,True
518,Qf7#,Qf7#,True
519,Qxf2#,Qxf2#,True
520,f7#,Qh5#,False
521,Qd7#,Qd7#,True
522,Qxd8#,Qd7#,False
523,Qf3#,Qf3#,True
524,Qxg2#,Qxg2#,True
525,Qa4#,Qa4#,True
526,Qb7#,Qb7#,True
527,Qd5#,Qd5#,True
528,Qd7#,Qd7#,True
529,Qxg1#,Qxg1#,True
530,Qh3#,Qh3#,True
531,Qg6#,Qg6#,True
532,Qg7#,Qg7#,True
533,Rxe1#,Rd8#,False
534,Qf7#,Qf7#,True
535,gxf8=Q#,Qg1#,False
536,Qxg7#,Qxg7#,True
537,Qxh7#,Qxh7#,True
538,Qe7#,Qe7#,True
539,Qxh7#,Qxh7#,True
540,Qd1#,Qd1#,True
541,Qf8#,Qf8#,True
542,Qg2#,Qg2#,True
543,Qg4#,Qg4#,True
544,Qc2#,Qc2#,True
545,Qh2#,Qh2#,True
546,Ra8#,Ra8#,True
547,Rxe8#,Rxe8#,True
548,Nxf6#,Qh5#,False
549,Ra1#,Qd4#,False
550,Rf8#,Qh7#,False
551,a4#,Qe5#,False
552,Qf7#,Qf7#,True
553,Rxh3#,Rxh3#,True
554,Qxf7#,Qxf7#,True
555,Qxc7#,Qxc7#,True
556,Qc7#,Qc7#,True
557,Qh7#,Qh7#,True
558,Bc6#,Bc1#,False
559,Qxg8#,Qxg8#,True
560,Qh2#,Qh2#,True
561,Re8#,Re8#,True
562,Qg3#,Qg3#,True
563,Rc8#,Qb8#,False
564,Qxf2#,Qxf2#,True
565,Rh1#,Rh1#,True
566,e5#,Bc6#,False
567,Qd1#,Qd1#,True
568,Rc2#,Rc2#,True
569,Re8#,Re8#,True
570,Qxc8#,Qxc8#,True
571,Qh3#,Qh3#,True
572,Qg2#,Qg2#,True
573,Nd7#,Nd7#,True
574,Rh1#,Rh1#,True
575,Qc7#,Qc7#,True
576,Rxf2#,Rxf2#,True
577,Qxg2#,Qh2#,False
578,Rc1#,Rc1#,True
579,Qxf7#,Qxf7#,True
580,Re1#,Re1#,True
581,Qh7#,Qh7#,True
582,Rc8#,Qf8#,False
583,Rh8#,Rh8#,True
584,Bh6#,Qb3#,False
585,Qxh7#,Qxh7#,True
586,Qxh2#,Qxh2#,True
587,Qxf7#,Qxf7#,True
588,Qh1#,Qh1#,True
589,Nf3#,Rh1#,False
590,Qa2#,Qa2#,True
591,Re1#,Re1#,True
592,gxh7#,Qf7#,False
593,Qxg7#,Qxg7#,True
594,Qg2#,Qg2#,True
595,Nd5#,Qh7#,False
596,Qa5#,Qa5#,True
597,Qxd1#,Qh1#,False
598,Qxh2#,Qxh2#,True
599,Qh5#,Qh5#,True
600,e8=Q#,Qh7#,False
601,Qe7#,Qh8#,False
602,Ra7#,Ra7#,True
603,Qxh6#,Qxh6#,True
604,Re2#,Qa4#,False
605,g3#,Qh3#,False
606,Rc2#,Rg3#,False
607,Rf1#,Rf1#,True
608,Qd8#,Qd8#,True
609,Qd1#,Qd1#,True
610,Rd1#,Rd1#,True
611,Qc3#,Qc3#,True
612,Qg6#,Qg6#,True
613,Qxh7#,Qxh7#,True
614,Qxg2#,Qh5#,False
615,Qxb7#,Qb5#,False
616,Rb1#,Rb1#,True
617,Qxa7#,Qxa7#,True
618,Qxg2#,Qxg2#,True
619,Qh2#,Qh2#,True
620,Rg1#,Rg1#,True
621,Qxg1#,Qxg1#,True
622,Rxb8#,Rxb8#,True
623,Ra1#,Ra1#,True
624,Qxf2#,Qxf2#,True
625,Qe6#,Qe6#,True
626,Rf5#,Rh8#,False
627,Qxh7#,Qxh7#,True
628,Qa2#,Qa2#,True
629,Qxf2#,Qxf2#,True
630,Qg2#,Qh2#,False
631,Qxh7#,Qxh7#,True
632,Qxh7#,Qh6#,False
633,Qd8#,Qd8#,True
634,Qxg8#,Qxg8#,True
635,Qxh2#,Qh3#,False
636,Qb7#,Qb7#,True
637,Rh1#,Rh8#,False
638,Rxe8#,Re8#,False
639,Qxc8#,Qxc8#,True
640,Rc8#,Rc8#,True
641,Qc7#,Qg5#,False
642,Qg7#,Qg7#,True
643,Qh7#,Qh7#,True
644,Qxc1#,Qxc1#,True
645,Rc7#,Rc7#,True
646,Qe1#,Qe1#,True
647,Qxf2#,Qxf2#,True
648,Bg2#,Bg2#,True
649,Qxh3#,Qh5#,False
650,Rh3#,Rh3#,True
651,Nf6#,Nf6#,True
652,Qxh6#,Qh3#,False
653,Qxg2#,Qxg2#,True
654,Qxh7#,Qh6#,False
655,Qb1#,Qb1#,True
656,Qh6#,Qh6#,True
657,Qxf7#,Qxf7#,True
658,Re7#,Re7#,True
659,Qe8#,Qe8#,True
660,Qb7#,Qb7#,True
661,Rf1#,Rf1#,True
662,Qxc2#,Qc6#,False
663,Qh4#,Qh4#,True
664,Rb6#,Rf8#,False
665,Qg7#,Qg7#,True
666,Qf3#,Qf3#,True
667,Qdh8#,,False
668,Qaa8#,Qh7#,False
669,Qh5#,Qh5#,True
670,Qh1#,Qh1#,True
671,Qxg2#,Qxg2#,True
672,Qb3#,Qb3#,True
673,Qb7#,Qb7#,True
674,Qg7#,Qh8#,False
675,Qh5#,Qh5#,True
676,Qxg7#,Qh5#,False
677,axb6#,Qa4#,False
678,Qh1#,Qh1#,True
679,Rh1#,Rh1#,True
680,Qxh4#,Qxh4#,True
681,Qxd7#,Qd5#,False
682,Qd1#,Qd1#,True
683,Qd1#,Qd1#,True
684,Qc8#,Qc8#,True
685,Rxh2#,Rxh2#,True
686,Qh7#,Qh7#,True
687,Rf8#,Qf8#,False
688,Qxc2#,Qxc2#,True
689,Qd1#,Qd1#,True
690,Qg8#,Qh7#,False
691,Qxb5#,Qe4#,False
692,Bxf6#,Rg8#,False
693,e8=Q#,Rh3#,False
694,Rxe8#,Rxe8#,True
695,Re1#,Qh2#,False
696,Rd8#,Rd8#,True
697,Qe7#,Qh8#,False
698,Qg2#,Qh2#,False
699,Qhh1#,,False
700,Nxf7#,Qxh7#,False
701,Rh6#,Rh6#,True
702,Qb1#,Qb1#,True
703,Rh1#,Rh1#,True
704,Rg8#,Rg8#,True
705,Rg1#,Rg1#,True
706,Qc7#,Qc7#,True
707,Qg5#,Qg5#,True
708,Qa1#,Qa1#,True
709,Qxe1#,Qxe1#,True
710,Qh5#,Qh5#,True
711,Qb7#,Qb7#,True
712,Qh8#,Qh8#,True
713,Qxh7#,Qxh7#,True
714,Qxg7#,Qxg7#,True
715,Rf1#,Qa5#,False
716,R1h7#,R1h7#,True
717,Qh7#,Qh7#,True
718,Qxd1#,Qxd1#,True
719,Qg2#,Qg2#,True
720,Rxd1#,Rxd1#,True
721,Qxg2#,Qxg2#,True
722,Qxc2#,Qxc2#,True
723,Rxe8#,Rxe8#,True
724,Qe1#,Qf7#,False
725,Rh8#,Rh8#,True
726,Qh7#,Qh7#,True
727,Qg8#,Qg8#,True
728,Qxb2#,Qb4#,False
729,Qh6#,Qh6#,True
730,Rh1#,Qh6#,False
731,Bh6#,Rxd7#,False
732,Rxa4#,Qh2#,False
733,Qf1#,Qf1#,True
734,Re8#,Rh8#,False
735,Qxc8#,Qa7#,False
736,Rg8#,Rg8#,True
737,Qh2#,Qh2#,True
738,Bg6#,Qf5#,False
739,Qxb3#,Qxb3#,True
740,Qxg2#,Qxg2#,True
741,f8=Q#,f8=Q#,True
742,Qf7#,Qf7#,True
743,Qxg6#,Qxg6#,True
744,Ra4#,Ra4#,True
745,Qxf7#,Qh7#,False
746,Qh7#,Qh7#,True
747,Ra8#,Ra8#,True
748,Qh5#,Qh5#,True
749,Qf2#,Qf2#,True
750,f1=Q#,Qh2#,False
751,Rg8#,Rg8#,True
752,g3#,Rh7#,False
753,Qd2#,Qd2#,True
754,Qd1#,Qd1#,True
755,Rxf8#,Rxf8#,True
756,Qxf7#,Qxf7#,True
757,Ndf6#,Qh4#,False
758,Rxh2#,Qf8#,False
759,Qxg2#,Qxg2#,True
760,Qf2#,Qf2#,True
761,Bg6#,Qh8#,False
762,Rf1#,Qh2#,False
763,Rxd8#,Qb7#,False
764,Qxh7#,Qxh7#,True
765,Qxh2#,Qh6#,False
766,Rxe8#,Qh6#,False
767,Qgg8#,Qgg8#,True
768,Qxh6#,Qxh6#,True
769,Rh1#,Rh1#,True
770,Rxf8#,Qf1#,False
771,Qxh7#,Qxh7#,True
772,Qxg2#,Qxg2#,True
773,R1h7#,R1h7#,True
774,Nxf2#,Qh4#,False
775,Qxg2#,Qxg2#,True
776,Qxf7#,Qxf7#,True
777,Rh1#,Rh1#,True
778,Qg3#,Qg1#,False
779,Rxe8#,Rxe8#,True
780,Qxb7#,Qxb7#,True
781,Qh8#,Qh8#,True
782,Rh8#,Rh8#,True
783,Qb4#,Qb4#,True
784,Rh7#,Qh7#,False
785,Nc6#,Qc6#,False
786,Rf5#,Qf2#,False
787,Qg7#,Qg7#,True
788,Rd8#,Qf7#,False
789,Qc5#,Qc5#,True
790,Qf2#,Qf2#,True
791,Rxh3#,Rh1#,False
792,Qca5#,Qca5#,True
793,Qd8#,Qd8#,True
794,Rh1#,Rh1#,True
795,Rh8#,Rh8#,True
796,Qxf7#,Qxf7#,True
797,Ng4#,Ng6#,False
798,Qd2#,Qd2#,True
799,Qxg7#,Qh2#,False
800,Rc4#,Rc4#,True
801,Rxc1#,Ra8#,False
802,Qf7#,Qf7#,True
803,Qxh2#,Qxh2#,True
804,Qf2#,Qg1#,False
805,Qxf2#,Qxf2#,True
806,Qxg2#,Qxg2#,True
807,Ne6#,Rd8#,False
808,Qxf7#,Qxf7#,True
809,Rh2#,Rh2#,True
810,Ne4#,Ne4#,True
811,Qh8#,Qh8#,True
812,Qxh6#,,False
813,Qxg7#,Qxg7#,True
814,Qd8#,Qd8#,True
815,a5#,Qb4#,False
816,Ra8#,Ra8#,True
817,Rd8#,Rd8#,True
818,Qb1#,Qb1#,True
819,Qxg2#,Qxg2#,True
820,Qf3#,Qh5#,False
821,Rh8#,Rh8#,True
822,Qg2#,Qg2#,True
823,Qf7#,Qf7#,True
824,Ra1#,Qh6#,False
825,Rxd8#,Rxd8#,True
826,Nxa8#,Nxa8#,True
827,Qxg7#,Qxg7#,True
828,Re1#,Re1#,True
829,Rh8#,Rh6#,False
830,Re1#,Rf1#,False
831,Qxg7#,Qxg7#,True
832,Qf3#,Qf3#,True
833,Qb1#,Qb1#,True
834,Qe8#,Qe8#,True
835,Qf8#,Qf8#,True
836,Rf2#,Rf2#,True
837,Qg7#,Qg7#,True
838,Qf7#,Qg8#,False
839,Ra1#,Ra1#,True
840,Qh1#,Qh1#,True
841,Re1#,Qe1#,False
842,Qh4#,Qh4#,True
843,Bg7#,Qh5#,False
844,Qf7#,Qf7#,True
